contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length	read_depth	gc_content
59	0	1	0.7484729	0.38784742	0	1	0.134	0.866	0.0334917331309089	0.966508266869091	5432	0.994989499055435	0.4543446244477172
60	0	1	0.5396886	0.63621676	0	1	0.297	0.703	0.658770294935932	0.341229705064068	5135	0.9704595764498688	0.397078870496592
61	0	1	0.104394145	0.94118327	0	1	0.584	0.416	0.113432140182027	0.886567859817973	4215	1.0564265248672349	0.5036773428232503
62	0	1	0.24575317	0.84971344	0	1	0.499	0.501	0.0250936460039097	0.97490635399609	3982	0.9782766752621748	0.5125565042692114
63	1	0	0.28464258	0.8114532	0	1	0.492	0.508	0.018067189613697	0.981932810386303	3870	0.904466031461735	0.4059431524547803
64	0	1	0.020176295	0.99108624	0	1	0.112	0.888	0.0094720289828399	0.99052797101716	3591	1.0154609126126868	0.555277081592871
65	0	1	0.11894172	0.9341085	0	1	0.174	0.826	0.015326873578883	0.984673126421117	3152	0.9848802661425758	0.4666878172588832
66	1	0	0.054267406	0.9969096	0	1	0.019	0.981	0.07062604897099	0.92937395102901	3031	6.331682897276041	0.5255691191026064
67	0	1	0.024742106	0.99007183	0	1	0.195	0.805	0.00577396241749	0.99422603758251	2856	1.046517274998363	0.5514705882352942
68	1	0	0.5180577	0.8800525	0	1	0.707	0.293	0.997445546149783	0.0025544538502174	2454	2.010371447652273	0.5709046454767727
69	0	1	0.19707778	0.94110924	0	1	0.101	0.899	0.0151855665516795	0.984814433448321	1924	1.9198427865148215	0.6299376299376299
70	1	0	0.7386805	0.962898	0	1	0.61	0.39	0.0509814022602857	0.949018597739714	1791	5.180663763285577	0.5443886097152428
71	0	1	0.46635056	0.753713	0	1	0.265	0.735	0.000683398662994	0.999316601337006	1765	0.8740786069700117	0.4141643059490085
72	0	1	0.05429783	0.9767517	0	1	0.196	0.804	0.0542765335086813	0.945723466491319	1631	1.0373636225262897	0.583077866339669
73	0	1	0.7111902	0.56840765	0	1	0.293	0.707	0.0237979792449892	0.976202020755011	1286	2.023443597275529	0.4097978227060653
74	0	1	0.8415287	0.3525467	0	1	0.304	0.696	0.917226597290543	0.0827734027094571	1254	2.1305967919624607	0.3157894736842105
75	0	1	0.5037903	0.702076	0	1	0.258	0.742	0.0134131740601859	0.986586825939814	1238	0.9775859339431868	0.4063004846526656
76	0	1	0.20296702	0.92694616	0	1	0.1	0.9	0.0041880826973895	0.99581191730261	1166	2.045832964389496	0.5583190394511149
77	0	1	0.027241934	0.9918479	0	1	0.099	0.901	0.0307727426102095	0.969227257389791	1114	1.0118909180150573	0.552064631956912
78	0	1	0.032464374	0.99843717	0	1	0.106	0.894	0.0024191308159181	0.997580869184082	1112	6.161879984311265	0.5440647482014388
79	1	0	0.17084758	0.9043598	0	1	0.392	0.608	0.0629359018632779	0.937064098136722	1097	1.006142634262404	0.4813126709206928
80	0	1	0.06594056	0.98818076	0	1	0.111	0.889	0.0255287881926484	0.974471211807352	1077	1.884576027668292	0.5506035283194057
81	0	1	0.47560075	0.7111557	0	1	0.318	0.682	0.849158595268492	0.150841404731508	1046	0.8473863888576868	0.4139579349904397
82	0	1	0.0741408	0.9925436	0	1	0.198	0.802	0.5	0.5	981	2.71199064402847	0.4770642201834862
83	1	0	0.4187689	0.7772014	0	1	0.297	0.703	0.5	0.5	877	0.993968833853988	0.5518814139110604
84	1	0	0.0944908	0.9599148	0	1	0.363	0.637	0.5	0.5	846	0.9663081536861746	0.2955082742316784
85	0	1	0.117824376	0.98222077	0	1	0.236	0.764	0.5	0.5	818	2.017777441042326	0.5354523227383863
86	0	1	0.050448608	0.9936335	0	1	0.296	0.704	0.5	0.5	743	1.6378645220551344	0.5114401076716016
87	0	1	0.7001934	0.58882695	0	1	0.266	0.734	0.5	0.5	741	1.8803744507730935	0.4426450742240216
88	0	1	0.7725465	0.38796833	0	1	0.234	0.766	0.5	0.5	730	1.0396487817770774	0.5054794520547945
89	0	1	0.5413422	0.71451914	0	1	0.294	0.706	0.5	0.5	698	0.9250792066125896	0.4684813753581662
90	0	1	0.5414197	0.7128514	0	1	0.264	0.736	0.5	0.5	698	0.8919677684230524	0.4541547277936962
91	1	0	0.71674013	0.95756435	0	1	0.401	0.599	0.5	0.5	695	5.019430197511256	0.5453237410071943
92	0	1	0.6944351	0.70328134	0	1	0.197	0.803	0.5	0.5	684	3.064009039524797	0.6154970760233918
93	1	0	0.47868842	0.9791479	0	1	0.643	0.357	0.5	0.5	623	4.056365411898074	0.4382022471910112
94	0	1	0.43718535	0.86828566	0	1	0.278	0.722	0.5	0.5	612	1.5905617255638311	0.4264705882352941
95	1	0	0.5969901	0.9692155	0	1	0.807	0.193	0.5	0.5	598	6.265127634096851	0.4481605351170568
96	0	1	0.015902268	0.9967624	0	1	0.229	0.771	0.5	0.5	597	0.9782143527371532	0.5946398659966499
97	0	1	0.64921707	0.54631066	0	1	0.264	0.736	0.5	0.5	589	0.8378951876512907	0.4838709677419355
98	0	1	0.6447357	0.55407655	0	1	0.268	0.732	0.5	0.5	589	0.9010720506199402	0.4804753820033955
99	0	1	0.58039665	0.6553532	0	1	0.333	0.667	0.5	0.5	583	0.9149050544028328	0.4734133790737564
100	0	1	0.56764716	0.6820368	0	1	0.321	0.679	0.5	0.5	583	1.0597789573590155	0.4665523156089194
101	0	1	0.57720727	0.8706701	0	1	0.184	0.816	0.5	0.5	564	3.4138461466453727	0.5035460992907801
102	0	1	0.4135898	0.7996055	0	1	0.202	0.798	0.5	0.5	555	0.9763550640740124	0.5261261261261261
103	0	1	0.48518825	0.86022234	0	1	0.24	0.76	0.5	0.5	542	2.037933584343023	0.5092250922509225
104	1	0	0.21903479	0.99960357	0	1	0.282	0.718	0.5	0.5	538	8.846163072423936	0.4591078066914498
105	0	1	0.016894167	0.9972515	0	1	0.229	0.771	0.5	0.5	523	1.1425406738156654	0.627151051625239
106	0	1	0.0047783367	0.99952877	0	1	0.292	0.708	0.5	0.5	518	1.0922204284045718	0.6042471042471043
107	0	1	0.012353191	0.9977734	0	1	0.233	0.767	0.5	0.5	505	0.9300961698768188	0.5782178217821782
108	0	1	0.0036612728	0.9996159	0	1	0.215	0.785	0.5	0.5	505	0.92383275611216	0.5683168316831683
109	0	1	0.09697392	0.98664147	0	1	0.257	0.743	0.5	0.5	503	3.100104168599738	0.5089463220675944
110	0	1	0.0034494412	0.99962234	0	1	0.205	0.795	0.5	0.5	488	0.8220938307864695	0.569672131147541
111	0	1	0.5957173	0.7445097	0	1	0.286	0.714	0.5	0.5	484	1.9641644888925975	0.4483471074380165
112	0	1	0.04577357	0.985924	0	1	0.2	0.8	0.5	0.5	474	0.9841895248235876	0.5780590717299579
113	0	1	0.8835503	0.2426612	0	1	0.232	0.768	0.5	0.5	472	1.954818706911252	0.5466101694915254
114	0	1	0.050507322	0.9945004	0	1	0.192	0.808	0.5	0.5	466	1.8383456979617323	0.5128755364806867
115	0	1	0.052392412	0.9946542	0	1	0.292	0.708	0.5	0.5	464	1.9442654260076144	0.5086206896551724
116	0	1	0.8924362	0.3776405	0	1	0.32	0.68	0.5	0.5	450	2.0093223518144123	0.4488888888888889
117	0	1	0.15701869	0.98164916	0	1	0.211	0.789	0.5	0.5	446	2.2611443044793305	0.5874439461883408
118	0	1	0.8968064	0.28036153	0	1	0.316	0.684	0.5	0.5	437	2.1038007029751005	0.4073226544622426
119	0	1	0.73792136	0.43391532	0	1	0.253	0.747	0.5	0.5	430	0.9585671767241316	0.5186046511627908
120	0	1	0.019413818	0.9965775	0	1	0.227	0.773	0.5	0.5	406	0.9827301390293348	0.6354679802955665
121	0	1	0.5579934	0.77355266	0	1	0.339	0.661	0.5	0.5	397	1.711753069011851	0.5012594458438288
122	1	0	0.048174124	0.9950862	0	1	0.344	0.656	0.5	0.5	391	1.8017078435647305	0.4808184143222506
123	0	1	0.017343078	0.9989971	0	1	0.269	0.731	0.5	0.5	386	2.129752841102795	0.6321243523316062
124	1	0	0.42371902	0.9912852	0	1	0.642	0.358	0.5	0.5	384	5.608715639308111	0.5364583333333334
125	0	1	0.022438904	0.9950378	0	1	0.338	0.662	0.5	0.5	373	0.8661272914860211	0.5335120643431636
126	1	0	0.5600772	0.78290457	0	1	0.2	0.8	0.5	0.5	373	2.053067570835739	0.3914209115281501
127	0	1	0.023667963	0.9987953	0	1	0.275	0.725	0.5	0.5	372	2.039473470065429	0.5994623655913979
128	0	1	0.54615694	0.8163508	0	1	0.306	0.694	0.5	0.5	367	2.2225121292816405	0.4713896457765668
129	0	1	0.0039280686	0.9995943	0	1	0.273	0.727	0.5	0.5	364	0.8915782526416681	0.5906593406593407
130	0	1	0.07562824	0.99352866	0	1	0.252	0.748	0.5	0.5	364	2.800021210621311	0.5274725274725275
131	0	1	0.027751878	0.9932022	0	1	0.251	0.749	0.5	0.5	355	0.839788234348818	0.532394366197183
132	0	1	0.0019808745	0.99985623	0	1	0.308	0.692	0.5	0.5	347	0.87916568307489	0.5878962536023055
133	0	1	0.11872447	0.9824688	0	1	0.315	0.685	0.5	0.5	347	1.713516277115584	0.4524495677233429
134	0	1	0.2192161	0.94701433	0	1	0.311	0.689	0.5	0.5	342	1.925179152719786	0.5350877192982456
135	1	0	0.6555836	0.6651684	0	1	0.287	0.713	0.5	0.5	331	1.9264489741670987	0.4833836858006042
136	0	1	0.5309276	0.72893035	0	1	0.324	0.676	0.5	0.5	329	0.9014667599450764	0.5015197568389058
137	0	1	0.519708	0.7449195	0	1	0.309	0.691	0.5	0.5	329	0.9838701218828524	0.5045592705167173
138	1	0	0.015780957	0.99806327	0	1	0.279	0.721	0.5	0.5	329	1.135233357756897	0.6170212765957447
139	0	1	0.011206081	0.998221	0	1	0.316	0.684	0.5	0.5	329	0.9100101394167708	0.5775075987841946
140	0	1	0.8127678	0.4518431	0	1	0.302	0.698	0.5	0.5	327	2.1798601512200646	0.4220183486238532
141	0	1	0.50721276	0.83830273	0	1	0.285	0.715	0.5	0.5	321	1.7813309746545818	0.5015576323987538
142	0	1	0.42984948	0.78136003	0	1	0.315	0.685	0.5	0.5	315	0.9706161982282844	0.3396825396825397
143	0	1	0.554981	0.8112543	0	1	0.306	0.694	0.5	0.5	314	2.0761684534437013	0.4171974522292994
144	0	1	0.12924594	0.95118225	0	1	0.277	0.723	0.5	0.5	311	0.9198181467920262	0.5112540192926045
145	0	1	0.104508445	0.9538659	0	1	0.281	0.719	0.5	0.5	309	0.8157265461467749	0.4886731391585761
146	0	1	0.659603	0.65583116	0	1	0.318	0.682	0.5	0.5	299	1.8456711914236328	0.4949832775919732
147	0	1	0.67092776	0.63595355	0	1	0.317	0.683	0.5	0.5	299	1.8921715854052843	0.4581939799331103
148	0	1	0.27780098	0.87767243	0	1	0.398	0.602	0.5	0.5	298	0.8459373901509375	0.5436241610738255
149	0	1	0.16750236	0.93724954	0	1	0.309	0.691	0.5	0.5	295	1.1407125464150352	0.5423728813559322
150	0	1	0.16813125	0.93735707	0	1	0.337	0.663	0.5	0.5	295	1.165716862808028	0.535593220338983
151	0	1	0.020920314	0.99950224	0	1	0.277	0.723	0.5	0.5	290	6.068629906247876	0.5586206896551724
152	0	1	0.78423667	0.47793669	0	1	0.284	0.716	0.5	0.5	287	1.957205140265199	0.4843205574912892
153	0	1	0.36345005	0.925856	0	1	0.374	0.626	0.5	0.5	285	2.2864732173568107	0.3333333333333333
154	1	0	0.74148136	0.5403804	0	1	0.351	0.649	0.5	0.5	283	2.0519483621572285	0.3745583038869258
155	1	0	0.09722266	0.9817761	0	1	0.18	0.82	0.5	0.5	280	2.730505627503601	0.4857142857142857
156	0	1	0.02681419	0.99825776	0	1	0.298	0.702	0.5	0.5	277	1.8723608127640812	0.4981949458483754
157	0	1	0.06139257	0.99337447	0	1	0.31	0.69	0.5	0.5	275	1.7984411045448545	0.5563636363636364
158	0	1	0.5891445	0.6419447	0	1	0.401	0.599	0.5	0.5	274	0.7965805471058011	0.4671532846715328
159	0	1	0.57841504	0.66062653	0	1	0.385	0.615	0.5	0.5	274	0.8941698309738113	0.4598540145985401
160	0	1	0.28248417	0.87015766	0	1	0.295	0.705	0.5	0.5	274	0.7998040187858292	0.4781021897810219
161	0	1	0.8020052	0.44984055	0	1	0.351	0.649	0.5	0.5	273	2.0991161265109857	0.3772893772893773
162	0	1	0.057212148	0.9946675	0	1	0.346	0.654	0.5	0.5	267	1.9620455230418676	0.5543071161048689
163	0	1	0.9218216	0.29178047	0	1	0.295	0.705	0.5	0.5	258	2.9603199385203096	0.4224806201550387
164	0	1	0.22300689	0.8893867	0	1	0.477	0.523	0.5	0.5	257	1.0340423512970205	0.2762645914396887
165	0	1	0.21577157	0.8951156	0	1	0.465	0.535	0.5	0.5	257	1.1348022936254982	0.2723735408560311
166	0	1	0.020905731	0.9980466	0	1	0.381	0.619	0.5	0.5	251	1.6891585569196887	0.5099601593625498
167	0	1	0.56219834	0.80733556	0	1	0.36	0.64	0.5	0.5	246	2.184781033924886	0.4552845528455284
168	0	1	0.6202043	0.70673335	0	1	0.336	0.664	0.5	0.5	245	1.8452479176078616	0.5102040816326531
169	0	1	0.73463285	0.61702293	0	1	0.29	0.71	0.5	0.5	238	2.9649941278969205	0.4495798319327731
170	0	1	0.3003151	0.8636551	0	1	0.384	0.616	0.5	0.5	238	0.9507742643245708	0.407563025210084
171	0	1	0.30658376	0.8668157	0	1	0.39	0.61	0.5	0.5	238	1.1102809768014217	0.4159663865546218
172	0	1	0.15684128	0.9472554	0	1	0.378	0.622	0.5	0.5	229	0.8631513909162456	0.5065502183406113
173	1	0	0.040421832	0.9990939	0	1	0.352	0.648	0.5	0.5	224	7.895251179189943	0.4017857142857143
174	0	1	0.6063249	0.62598395	0	1	0.32	0.68	0.5	0.5	223	0.92927299319216	0.4977578475336323
175	0	1	0.6035539	0.63206446	0	1	0.315	0.685	0.5	0.5	223	0.959470853336943	0.4977578475336323
176	0	1	0.59287274	0.82214916	0	1	0.248	0.752	0.5	0.5	218	3.475389640104085	0.6605504587155964
177	0	1	0.06843663	0.99436975	0	1	0.336	0.664	0.5	0.5	218	4.383428829667051	0.5229357798165137
178	0	1	0.49035913	0.85829216	0	1	0.375	0.625	0.5	0.5	217	2.3376711716619565	0.3456221198156682
179	1	0	0.8238554	0.8229395	0	1	0.368	0.632	0.5	0.5	213	5.1000469803984165	0.6291079812206573
180	0	1	0.5246054	0.83410585	0	1	0.363	0.637	0.5	0.5	213	2.208463593433048	0.4460093896713615
181	0	1	0.75651956	0.5891522	0	1	0.232	0.768	0.5	0.5	212	3.034873259077256	0.589622641509434
182	0	1	0.13737775	0.9828012	0	1	0.295	0.705	0.5	0.5	211	3.0224606895104773	0.4881516587677725
183	1	0	0.53320616	0.7270894	0	1	0.356	0.644	0.5	0.5	204	0.989000221634237	0.5
184	0	1	0.5103738	0.74901414	0	1	0.363	0.637	0.5	0.5	198	0.6117682926983533	0.5202020202020202
185	0	1	0.017716529	0.99899846	0	1	0.36	0.64	0.5	0.5	193	1.741234220118887	0.5906735751295337
186	0	1	0.8070022	0.48893386	0	1	0.34	0.66	0.5	0.5	189	2.6545500501336723	0.5238095238095238
187	0	1	0.19724743	0.94982916	0	1	0.334	0.666	0.5	0.5	188	1.9388070115244829	0.574468085106383
188	0	1	0.064344965	0.9933916	0	1	0.289	0.711	0.5	0.5	188	1.9109696170148884	0.5
189	0	1	0.07752702	0.9900224	0	1	0.254	0.746	0.5	0.5	188	4.0281385016070965	0.5159574468085106
190	0	1	0.0043207146	0.9998826	0	1	0.328	0.672	0.5	0.5	186	2.0343863939605504	0.6075268817204301
191	0	1	0.56492645	0.7925694	0	1	0.381	0.619	0.5	0.5	183	1.799191571616988	0.4043715846994535
192	0	1	0.6021019	0.6325604	0	1	0.414	0.586	0.5	0.5	181	1.152021487934558	0.3756906077348066
193	0	1	0.0059950533	0.9997672	0	1	0.261	0.739	0.5	0.5	176	1.5835011028332726	0.5738636363636364
194	0	1	0.5934745	0.7302884	0	1	0.387	0.613	0.5	0.5	175	1.6938535204713072	0.5542857142857143
195	0	1	0.57273793	0.8309175	0	1	0.323	0.677	0.5	0.5	175	3.4601985246300986	0.4628571428571428
196	1	0	0.19686207	0.9567114	0	1	0.308	0.692	0.5	0.5	173	1.89955680462033	0.5491329479768786
197	0	1	0.82682866	0.5116711	0	1	0.348	0.652	0.5	0.5	172	3.359651517595444	0.4244186046511627
198	0	1	0.020350149	0.99859905	0	1	0.322	0.678	0.5	0.5	167	1.7002363857422564	0.5568862275449101
199	0	1	0.045672055	0.9976254	0	1	0.39	0.61	0.5	0.5	167	2.297493917198109	0.5568862275449101
200	0	1	0.093231	0.98127264	0	1	0.283	0.717	0.5	0.5	165	1.858178543163881	0.5212121212121212
201	0	1	0.5059961	0.8415897	0	1	0.332	0.668	0.5	0.5	164	1.720215948555393	0.4634146341463415
202	0	1	0.7386578	0.5942458	0	1	0.372	0.628	0.5	0.5	163	2.6357234540334336	0.4785276073619632
203	0	1	0.7027903	0.46382236	0	1	0.411	0.589	0.5	0.5	163	0.943344899987635	0.3128834355828221
204	0	1	0.93276143	0.27268702	0	1	0.344	0.656	0.5	0.5	161	2.857981158891288	0.577639751552795
205	0	1	0.005006331	0.9994545	0	1	0.345	0.655	0.5	0.5	161	0.8619205210470713	0.5652173913043478
206	0	1	0.7776495	0.44155988	0	1	0.361	0.639	0.5	0.5	160	1.8456400301611215	0.4875
207	0	1	0.48870063	0.87368155	0	1	0.313	0.687	0.5	0.5	157	2.5941751040191137	0.4585987261146497
208	0	1	0.63294536	0.597646	0	1	0.303	0.697	0.5	0.5	157	0.9661990892673872	0.6624203821656051
209	0	1	0.7090479	0.54858905	0	1	0.291	0.709	0.5	0.5	157	1.8348374591573984	0.6560509554140127
210	0	1	0.12994556	0.98277956	0	1	0.34	0.66	0.5	0.5	152	2.404610757078778	0.5131578947368421
211	0	1	0.7090662	0.45362523	0	1	0.409	0.591	0.5	0.5	152	1.09473929712419	0.2894736842105263
212	0	1	0.5390535	0.80864704	0	1	0.423	0.577	0.5	0.5	151	2.0893185062232336	0.3509933774834437
213	0	1	0.70880723	0.56755924	0	1	0.389	0.611	0.5	0.5	151	2.0806842397358825	0.4966887417218543
214	0	1	0.06252178	0.99076873	0	1	0.12	0.88	0.5	0.5	149	1.339697981721118	0.6174496644295302
215	0	1	0.029527443	0.998574	0	1	0.321	0.679	0.5	0.5	149	2.730142079440976	0.5973154362416108
216	0	1	0.32942522	0.92196375	0	1	0.409	0.591	0.5	0.5	148	2.661067947542169	0.2702702702702703
217	0	1	0.09511389	0.98725533	0	1	0.31	0.69	0.5	0.5	148	1.7583858983591736	0.6283783783783784
218	1	0	0.69534737	0.9335593	0	1	0.502	0.498	0.5	0.5	148	3.8800186338060447	0.5202702702702703
219	0	1	0.52169776	0.83416784	0	1	0.399	0.601	0.5	0.5	146	1.9790128304789651	0.4794520547945205
220	0	1	0.33028436	0.9314921	0	1	0.361	0.639	0.5	0.5	145	2.752578188448709	0.4413793103448276
221	1	0	0.48933852	0.98623645	0	1	0.348	0.652	0.5	0.5	144	6.275021334944011	0.5277777777777778
222	0	1	0.05230149	0.99638486	0	1	0.338	0.662	0.5	0.5	143	1.9897764499045505	0.5314685314685315
223	0	1	0.07259515	0.9948113	0	1	0.36	0.64	0.5	0.5	143	2.703888715775677	0.5734265734265734
224	1	0	0.20004144	0.92665184	0	1	0.383	0.617	0.5	0.5	142	0.9634127530445518	0.5
225	0	1	0.17565072	0.98241115	0	1	0.292	0.708	0.5	0.5	140	2.856449063484509	0.5285714285714286
226	1	0	0.429618	0.78684664	0	1	0.298	0.702	0.5	0.5	138	0.9720262453568954	0.4492753623188406
