contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length
44	0	1	0.037695926	0.97708184	0	1	0.011	0.989	0.0542991584755115	0.945700841524489	27932
45	0	1	0.032459423	0.9806558	0	1	0.175	0.825	0.0223596637106191	0.977640336289381	27421
46	0	1	0.09025254	0.9448385	0	1	0.149	0.851	0.0312483422702303	0.96875165772977	26276
47	0	1	0.12294769	0.92387354	0	1	0.019	0.981	0.0135415583684005	0.986458441631599	24513
48	0	1	0.025380798	0.985101	0	1	0.191	0.809	0.0093896234583509	0.990610376541649	23426
49	1	0	0.048736498	0.97132534	0	1	0.21	0.79	0.0191769536666152	0.980823046333385	21570
50	0	1	0.7406556	0.38626227	0	1	0.352	0.648	0.0580722611436303	0.94192773885637	21494
51	0	1	0.02446136	0.98601675	0	1	0.438	0.562	0.0255134773954873	0.974486522604513	17467
52	0	1	0.019483948	0.9890703	0	1	0.092	0.908	0.0851508423533097	0.91484915764669	15969
53	0	1	0.03271951	0.9798906	0	1	0.016	0.984	0.0031707766851112	0.996829223314889	15928
54	0	1	0.83004475	0.36749646	1	0	0.883	0.117	0.93565782829512	0.0643421717048802	15112
55	0	1	0.051825132	0.9690092	0	1	0.025	0.975	0.0037315490460372	0.996268450953963	13244
56	0	1	0.16614805	0.894752	0	1	0.048	0.952	0.0676686977285265	0.932331302271474	11425
57	0	1	0.4596883	0.67634344	0	1	0.38	0.62	0.67990163396761	0.32009836603239	10894
58	0	1	0.56796217	0.58406126	0	1	0.333	0.667	0.27678649415046	0.72321350584954	8406
59	0	1	0.27214253	0.82666695	0	1	0.185	0.815	0.0019248039800819	0.998075196019918	7230
60	0	1	0.3053266	0.8027787	0	1	0.211	0.789	0.0069142134328683	0.993085786567132	7205
61	0	1	0.70555437	0.42180616	0	1	0.238	0.762	0.0200987852129942	0.979901214787006	6895
62	0	1	0.18554893	0.8822594	0	1	0.032	0.968	0.0016760076374937	0.998323992362506	6789
63	0	1	0.027970085	0.98426104	0	1	0.176	0.824	0.011615483573617	0.988384516426383	6405
64	0	1	0.7201126	0.39035586	0	1	0.305	0.695	0.35377021195713	0.64622978804287	5980
65	0	1	0.36062494	0.7672745	1	0	0.282	0.718	0.147872956554336	0.852127043445664	5591
66	0	1	0.9999807	0.0036993036	1	0	0.884	0.116	0.933743166951389	0.0662568330486109	5569
67	1	0	0.68524724	0.5342766	1	0	0.671	0.329	0.45697628543285	0.543023714567149	5419
68	0	1	0.5290805	0.63525873	0	1	0.319	0.681	0.0270677831418507	0.972932216858149	5285
69	0	1	0.43712416	0.715858	0	1	0.393	0.607	0.593223439193218	0.406776560806782	4708
70	0	1	0.17785606	0.8915885	0	1	0.04	0.96	0.0044871408198748	0.995512859180125	4666
71	0	1	0.35495284	0.7659557	0	1	0.31	0.69	0.147029223673015	0.852970776326985	4604
72	0	1	0.17464659	0.8951236	0	1	0.152	0.848	0.004554397009014	0.995445602990986	4177
73	0	1	0.059179697	0.9679282	0	1	0.059	0.941	0.0523683232037142	0.947631676796286	4113
74	1	0	0.27663946	0.8339019	0	1	0.295	0.705	0.0184707007063633	0.981529299293637	3532
75	0	1	0.041396886	0.97751427	0	1	0.379	0.621	0.0026197943844242	0.997380205615576	2897
76	0	1	0.048010178	0.9978606	0	1	0.023	0.977	0.038220927587364	0.961779072412636	2812
77	0	1	0.9999911	0.0032361879	1	0	0.965	0.035	0.661267786408811	0.338732213591189	2089
78	0	1	0.0027836654	0.99989796	0	1	0.15	0.85	0.0121499675389749	0.987850032461025	1653
79	0	1	0.048438337	0.9942961	0	1	0.062	0.938	0.0732750992951311	0.926724900704869	1484
80	1	0	0.7062967	0.9826869	0	1	0.739	0.261	0.110632937075469	0.889367062924531	1341
81	0	1	0.17149624	0.9064623	0	1	0.236	0.764	0.0094506744703576	0.990549325529642	1327
82	1	0	0.75061846	0.9727533	0	1	0.637	0.363	0.258053746047398	0.741946253952602	1310
83	1	0	0.0118629625	0.9997214	0	1	0.022	0.978	0.0052808618734184	0.994719138126582	1283
84	0	1	0.06749132	0.9633428	0	1	0.183	0.817	0.00073020337082	0.99926979662918	1241
85	1	0	0.6382839	0.95434785	0	1	0.131	0.869	0.0577287302586085	0.942271269741392	1168
86	1	0	0.96170866	0.5839007	0	1	0.487	0.513	0.103978260322435	0.896021739677565	1165
87	0	1	0.012899793	0.99395174	0	1	0.124	0.876	0.3696398565783	0.6303601434217	1148
88	0	1	0.14312437	0.96314263	0	1	0.246	0.754	0.0005074715730885	0.999492528426911	1029
89	0	1	0.6928183	0.5727911	0	1	0.264	0.736	0.5	0.5	956
90	1	0	0.64265865	0.7327942	0	1	0.115	0.885	0.5	0.5	940
91	0	1	0.6397315	0.7407798	0	1	0.252	0.748	0.5	0.5	801
92	0	1	0.73445266	0.500267	0	1	0.082	0.918	0.5	0.5	779
93	0	1	0.62725306	0.5870955	0	1	0.103	0.897	0.5	0.5	779
94	0	1	0.19854093	0.8897755	0	1	0.388	0.612	0.5	0.5	737
95	0	1	0.422465	0.79484797	0	1	0.252	0.748	0.5	0.5	658
96	0	1	0.5925507	0.61733836	0	1	0.333	0.667	0.5	0.5	630
97	0	1	0.0919938	0.95825434	0	1	0.129	0.871	0.5	0.5	625
98	0	1	0.01605902	0.9955991	0	1	0.136	0.864	0.5	0.5	603
99	0	1	0.58955914	0.8466586	0	1	0.275	0.725	0.5	0.5	587
100	0	1	0.07237846	0.9926672	0	1	0.122	0.878	0.5	0.5	569
101	0	1	0.50395644	0.7094482	0	1	0.286	0.714	0.5	0.5	556
102	0	1	0.07551753	0.9701148	0	1	0.225	0.775	0.5	0.5	539
103	0	1	0.077219896	0.99371517	0	1	0.154	0.846	0.5	0.5	535
104	0	1	0.47606578	0.8210064	0	1	0.035	0.965	0.5	0.5	522
105	0	1	0.24423562	0.8824651	0	1	0.077	0.923	0.5	0.5	522
106	0	1	0.01238289	0.9982883	0	1	0.293	0.707	0.5	0.5	522
107	0	1	0.010667068	0.99838203	0	1	0.302	0.698	0.5	0.5	513
108	0	1	0.0065645473	0.999783	0	1	0.177	0.823	0.5	0.5	497
109	0	1	0.5243445	0.86722195	0	1	0.014	0.986	0.5	0.5	481
110	0	1	0.059321012	0.9793453	0	1	0.207	0.793	0.5	0.5	461
111	0	1	0.0091868285	0.99857175	0	1	0.155	0.845	0.5	0.5	436
112	0	1	0.009043455	0.9986165	0	1	0.154	0.846	0.5	0.5	436
113	0	1	0.7177696	0.709206	0	1	0.285	0.715	0.5	0.5	428
114	0	1	0.031608194	0.9874623	0	1	0.272	0.728	0.5	0.5	408
115	0	1	0.089104384	0.9866873	0	1	0.316	0.684	0.5	0.5	401
116	0	1	0.063482866	0.99446106	0	1	0.24	0.76	0.5	0.5	398
117	0	1	0.13368052	0.9771221	0	1	0.218	0.782	0.5	0.5	397
118	0	1	0.06457596	0.9822153	0	1	0.208	0.792	0.5	0.5	396
119	0	1	0.10426213	0.9903805	0	1	0.117	0.883	0.5	0.5	392
120	0	1	0.08021953	0.9753264	0	1	0.224	0.776	0.5	0.5	377
121	0	1	0.016012963	0.9968519	0	1	0.21	0.79	0.5	0.5	376
122	0	1	0.017244812	0.9971731	0	1	0.165	0.835	0.5	0.5	376
123	1	0	0.9243647	0.35879204	0	1	0.421	0.579	0.5	0.5	363
124	0	1	0.010887697	0.9996727	0	1	0.204	0.796	0.5	0.5	350
125	0	1	0.5477029	0.69039965	0	1	0.325	0.675	0.5	0.5	349
126	0	1	0.019465683	0.9939779	0	1	0.246	0.754	0.5	0.5	344
127	0	1	0.04987478	0.9971161	0	1	0.201	0.799	0.5	0.5	341
128	0	1	0.106128655	0.9800739	0	1	0.138	0.862	0.5	0.5	333
129	1	0	0.65542614	0.9934549	0	1	0.158	0.842	0.5	0.5	332
130	0	1	0.033803165	0.997663	0	1	0.227	0.773	0.5	0.5	329
131	0	1	0.96978617	0.28233612	0	1	0.363	0.637	0.5	0.5	328
132	0	1	0.439166	0.88108015	0	1	0.411	0.589	0.5	0.5	315
133	0	1	0.4874535	0.7267045	0	1	0.308	0.692	0.5	0.5	315
134	1	0	0.060633395	0.9963235	0	1	0.131	0.869	0.5	0.5	315
135	0	1	0.9196987	0.19751017	0	1	0.38	0.62	0.5	0.5	314
136	0	1	0.937742	0.21323906	0	1	0.378	0.622	0.5	0.5	314
137	1	0	0.5924068	0.9396702	0	1	0.328	0.672	0.5	0.5	313
138	0	1	0.22752985	0.89289236	0	1	0.387	0.613	0.5	0.5	311
139	0	1	0.0031341196	0.9998001	0	1	0.229	0.771	0.5	0.5	311
140	0	1	0.0029415505	0.99978817	0	1	0.251	0.749	0.5	0.5	311
141	0	1	0.027171213	0.9983462	0	1	0.285	0.715	0.5	0.5	309
142	0	1	0.06016182	0.9960569	0	1	0.27	0.73	0.5	0.5	305
143	0	1	0.012826133	0.999383	0	1	0.294	0.706	0.5	0.5	294
144	0	1	0.005418283	0.99957514	0	1	0.282	0.718	0.5	0.5	283
145	0	1	0.005523094	0.9995724	0	1	0.274	0.726	0.5	0.5	283
146	0	1	0.23820353	0.8896649	0	1	0.296	0.704	0.5	0.5	272
147	0	1	0.7549243	0.46814772	0	1	0.313	0.687	0.5	0.5	271
148	1	0	0.810834	0.6908251	0	1	0.36	0.64	0.5	0.5	270
149	0	1	0.10467976	0.98658013	0	1	0.217	0.783	0.5	0.5	269
150	0	1	0.009703278	0.99967766	0	1	0.218	0.782	0.5	0.5	265
151	0	1	0.12954071	0.9437597	0	1	0.218	0.782	0.5	0.5	262
152	1	0	0.86899054	0.8434905	0	1	0.324	0.676	0.5	0.5	259
153	1	0	0.8407309	0.34294528	0	1	0.424	0.576	0.5	0.5	256
154	0	1	0.29300156	0.9235383	0	1	0.371	0.629	0.5	0.5	253
155	0	1	0.044121463	0.98773384	0	1	0.321	0.679	0.5	0.5	251
156	0	1	0.042104606	0.98824394	0	1	0.346	0.654	0.5	0.5	251
157	0	1	0.2585137	0.92680216	0	1	0.274	0.726	0.5	0.5	251
158	0	1	0.04029955	0.9968364	0	1	0.278	0.722	0.5	0.5	248
159	1	0	0.8059963	0.41224808	0	1	0.434	0.566	0.5	0.5	245
160	1	0	0.09692289	0.98471606	0	1	0.218	0.782	0.5	0.5	241
161	1	0	0.16216443	0.9612906	0	1	0.192	0.808	0.5	0.5	238
162	1	0	0.1610753	0.9634578	0	1	0.115	0.885	0.5	0.5	238
163	0	1	0.3679153	0.80964255	0	1	0.304	0.696	0.5	0.5	231
164	0	1	0.091695786	0.98866594	0	1	0.152	0.848	0.5	0.5	228
165	0	1	0.12613495	0.9736422	0	1	0.18	0.82	0.5	0.5	219
166	0	1	0.69009376	0.57671285	0	1	0.314	0.686	0.5	0.5	213
167	0	1	0.122216456	0.9705449	0	1	0.227	0.773	0.5	0.5	208
168	0	1	0.104001105	0.98336554	0	1	0.332	0.668	0.5	0.5	197
169	0	1	0.84370303	0.33966893	0	1	0.327	0.673	0.5	0.5	195
170	0	1	0.06998385	0.99240273	0	1	0.33	0.67	0.5	0.5	194
171	0	1	0.03603955	0.9907274	0	1	0.324	0.676	0.5	0.5	192
172	0	1	0.049996875	0.9901499	0	1	0.348	0.652	0.5	0.5	192
173	1	0	0.79428095	0.62552047	0	1	0.301	0.699	0.5	0.5	189
174	1	0	0.6609496	0.97822464	0	1	0.283	0.717	0.5	0.5	182
175	1	0	0.5482029	0.8235196	0	1	0.323	0.677	0.5	0.5	176
176	0	1	0.06714994	0.9839755	0	1	0.348	0.652	0.5	0.5	173
177	0	1	0.01346644	0.9974283	0	1	0.313	0.687	0.5	0.5	173
178	0	1	0.31259972	0.91970253	0	1	0.363	0.637	0.5	0.5	164
179	0	1	0.10524188	0.98850167	0	1	0.278	0.722	0.5	0.5	161
180	0	1	0.016870042	0.9995237	0	1	0.306	0.694	0.5	0.5	159
181	0	1	0.6786421	0.5940994	0	1	0.339	0.661	0.5	0.5	158
182	0	1	0.066065386	0.99494207	0	1	0.362	0.638	0.5	0.5	155
183	0	1	0.008028851	0.99835074	0	1	0.327	0.673	0.5	0.5	153
184	0	1	0.020919055	0.9989603	0	1	0.394	0.606	0.5	0.5	153
185	0	1	0.7502763	0.63970387	0	1	0.343	0.657	0.5	0.5	153
186	0	1	0.014055146	0.9996647	0	1	0.35	0.65	0.5	0.5	151
187	0	1	0.24228	0.88183135	0	1	0.376	0.624	0.5	0.5	151
188	0	1	0.22464454	0.89166635	0	1	0.362	0.638	0.5	0.5	151
189	0	1	0.032858774	0.9986531	0	1	0.327	0.673	0.5	0.5	149
190	0	1	0.07629469	0.99288726	0	1	0.333	0.667	0.5	0.5	149
191	0	1	0.38098773	0.90065724	0	1	0.397	0.603	0.5	0.5	146
192	0	1	0.021480601	0.998882	0	1	0.341	0.659	0.5	0.5	146
193	0	1	0.018372219	0.9987949	0	1	0.334	0.666	0.5	0.5	145
194	0	1	0.100823596	0.9890207	0	1	0.307	0.693	0.5	0.5	144
195	0	1	0.15808041	0.9863659	0	1	0.271	0.729	0.5	0.5	143
196	0	1	0.8138579	0.38543838	0	1	0.343	0.657	0.5	0.5	140
197	0	1	0.04997032	0.99468434	0	1	0.332	0.668	0.5	0.5	138
198	1	0	0.02715175	0.9984975	0	1	0.381	0.619	0.5	0.5	137
199	0	1	0.010143096	0.9988203	0	1	0.378	0.622	0.5	0.5	135
200	0	1	0.056532137	0.9965153	0	1	0.331	0.669	0.5	0.5	134
201	0	1	0.12688002	0.96540946	0	1	0.247	0.753	0.5	0.5	132
202	1	0	0.017719176	0.99881244	0	1	0.364	0.636	0.5	0.5	130
203	1	0	0.01189381	0.99960536	0	1	0.377	0.623	0.5	0.5	130
204	0	1	0.46978498	0.7920488	0	1	0.403	0.597	0.5	0.5	127
205	0	1	0.44836438	0.7899134	0	1	0.395	0.605	0.5	0.5	127
206	0	1	0.002622447	0.99995	0	1	0.363	0.637	0.5	0.5	127
207	1	0	0.726391	0.76975244	0	1	0.337	0.663	0.5	0.5	127
208	0	1	0.07365176	0.99190104	0	1	0.371	0.629	0.5	0.5	125
209	0	1	0.104723915	0.9689165	0	1	0.363	0.637	0.5	0.5	124
210	0	1	0.09293873	0.9697498	0	1	0.333	0.667	0.5	0.5	124
211	0	1	0.10893496	0.9738468	0	1	0.361	0.639	0.5	0.5	124
212	0	1	0.105062015	0.96030474	0	1	0.343	0.657	0.5	0.5	123
213	1	0	0.09154128	0.9841347	0	1	0.347	0.653	0.5	0.5	121
214	1	0	0.30379346	0.93133986	0	1	0.359	0.641	0.5	0.5	116
215	0	1	0.06509639	0.99417746	0	1	0.384	0.616	0.5	0.5	116
216	1	0	0.8771679	0.7706709	0	1	0.327	0.673	0.5	0.5	115
217	1	0	0.799759	0.88770425	0	1	0.318	0.682	0.5	0.5	114
218	1	0	0.8474369	0.9120375	0	1	0.328	0.672	0.5	0.5	113
219	1	0	0.7371267	0.5164795	0	1	0.32	0.68	0.5	0.5	100
220	1	0	0.7606024	0.53203696	0	1	0.33	0.67	0.5	0.5	100
221	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	96
222	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	93
223	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	92
224	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	89
225	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	81
226	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	81
227	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	80
228	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	78
229	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	77
230	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	74
231	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	73
232	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	73
233	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	72
234	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	72
235	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	70
236	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	69
237	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	66
238	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	65
239	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	65
240	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	65
241	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	65
242	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	64
243	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	63
244	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	63
245	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	62
246	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	62
247	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	61
248	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	61
249	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	61
250	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	61
251	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	58
252	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	58
253	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	54
254	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	52
255	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	52
256	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	49
257	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	43
258	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	43
259	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	29
260	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	19
261	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	12
262	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	12
263	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	10
264	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	9
265	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
266	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
267	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
268	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
269	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
270	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
271	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
272	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
273	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
274	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
275	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
276	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
277	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
278	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
279	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
280	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
281	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
282	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
283	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
284	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
285	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
286	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
287	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
288	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
289	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
290	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
291	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
292	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
293	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
294	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
