contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr
43	0	1	0.010456998	0.9942341	0	1	0.01	0.99
44	0	1	0.013673555	0.99240637	0	1	0.0	1.0
45	0	1	0.022981249	0.986177	0	1	0.412	0.588
46	0	1	0.04521777	0.9713172	0	1	0.0	1.0
47	0	1	0.01710617	0.9898365	0	1	0.001	0.999
48	0	1	0.010853138	0.9940269	0	1	0.0	1.0
49	0	1	0.014210333	0.9918287	0	1	0.134	0.866
50	0	1	0.041417915	0.9754171	0	1	0.096	0.904
51	0	1	0.068227045	0.9580525	0	1	0.005	0.995
52	0	1	0.007849614	0.99569404	0	1	0.038	0.962
53	0	1	0.01309057	0.9924823	0	1	0.073	0.927
54	0	1	0.028672239	0.98321176	0	1	0.129	0.871
55	0	1	0.015394775	0.9919013	0	1	0.003	0.997
56	0	1	0.012774463	0.9927745	0	1	0.0	1.0
57	0	1	0.0148313595	0.9916506	0	1	0.005	0.995
58	0	1	0.8298216	0.25158396	1	0	0.928	0.072
59	0	1	0.017226031	0.9901488	0	1	0.257	0.743
60	0	1	0.026837645	0.98451865	0	1	0.002	0.998
61	0	1	0.022528933	0.9875319	0	1	0.003	0.997
62	0	1	0.15998137	0.8931086	0	1	0.085	0.915
63	0	1	0.011814157	0.99344015	0	1	0.003	0.997
64	0	1	0.08348283	0.9487543	1	0	0.752	0.248
65	0	1	0.019333735	0.9885887	0	1	0.001	0.999
66	0	1	0.016861105	0.9904063	0	1	0.0	1.0
67	0	1	0.7081111	0.41837105	0	1	0.02	0.98
68	1	0	0.7735908	0.34532082	1	0	0.829	0.171
69	0	1	0.024216317	0.9859237	0	1	0.015	0.985
70	0	1	0.60601723	0.58256644	1	0	0.832	0.168
71	0	1	0.047640886	0.97157884	0	1	0.167	0.833
72	0	1	0.060726877	0.9620676	1	0	0.841	0.159
73	0	1	0.030988824	0.9820185	0	1	0.024	0.976
74	0	1	0.0244936	0.9850409	0	1	0.015	0.985
75	0	1	0.056749616	0.966318	1	0	0.945	0.055
76	0	1	0.032395117	0.98170847	0	1	0.098	0.902
77	0	1	0.045616448	0.97336185	0	1	0.293	0.707
78	0	1	0.023030996	0.9869493	0	1	0.026	0.974
79	0	1	0.06652578	0.95733714	0	1	0.057	0.943
80	0	1	0.10719861	0.93501073	1	0	0.86	0.14
81	0	1	0.014486631	0.99225956	0	1	0.002	0.998
82	0	1	0.17446098	0.8918265	0	1	0.014	0.986
83	0	1	0.038576975	0.9774464	0	1	0.019	0.981
84	1	0	0.06825577	0.95892733	0	1	0.055	0.945
85	0	1	0.010501723	0.99481404	0	1	0.11	0.89
86	0	1	0.035951164	0.97949183	0	1	0.078	0.922
87	0	1	0.029378925	0.9839056	0	1	0.188	0.812
88	0	1	0.12854302	0.9238187	0	1	0.457	0.543
89	0	1	0.72449356	0.43401536	0	1	0.24	0.76
90	0	1	0.037451264	0.97864413	0	1	0.143	0.857
91	1	0	0.21396197	0.8990159	1	0	0.643	0.357
92	0	1	0.050521933	0.9712982	0	1	0.11	0.89
93	0	1	0.0384171	0.9792726	0	1	0.045	0.955
94	0	1	0.024260899	0.9962485	0	1	0.181	0.819
95	1	0	0.050786827	0.9730753	1	0	0.612	0.388
96	0	1	0.017412713	0.9911506	0	1	0.003	0.997
97	0	1	0.17102781	0.90379345	0	1	0.365	0.635
98	1	0	0.024906043	0.9852422	1	0	0.838	0.162
99	0	1	0.99972165	0.009133649	0	1	0.315	0.685
100	0	1	0.07270572	0.95978546	1	0	0.635	0.365
101	0	1	0.59869814	0.5575793	0	1	0.144	0.856
102	0	1	0.10741585	0.93430567	0	1	0.096	0.904
103	1	0	0.87771887	0.21441023	1	0	0.659	0.341
104	1	0	0.7728895	0.36203662	1	0	0.613	0.387
105	1	0	0.7173792	0.41889244	0	1	0.488	0.512
106	0	1	0.039259963	0.9791256	0	1	0.035	0.965
107	0	1	0.960539	0.10448197	0	1	0.226	0.774
108	1	0	0.101408474	0.94611496	1	0	0.81	0.19
109	0	1	0.0692117	0.961697	0	1	0.047	0.953
110	0	1	0.074885614	0.96019006	0	1	0.214	0.786
111	0	1	0.7492095	0.3722834	0	1	0.365	0.635
112	0	1	0.99972415	0.0142340725	0	1	0.184	0.816
113	0	1	0.62213016	0.5564404	0	1	0.237	0.763
114	0	1	0.6310184	0.54083735	0	1	0.141	0.859
115	1	0	0.2958075	0.8144285	1	0	0.527	0.473
116	1	0	0.21599409	0.86051655	1	0	0.63	0.37
117	0	1	0.18668629	0.89334965	0	1	0.502	0.498
118	0	1	0.0654123	0.96281743	0	1	0.167	0.833
119	0	1	0.07052613	0.9598191	0	1	0.131	0.869
120	0	1	0.56131005	0.6326985	0	1	0.148	0.852
121	1	0	0.6557442	0.49469757	0	1	0.136	0.864
122	0	1	0.14499147	0.9183186	0	1	0.23	0.77
123	0	1	0.19511116	0.94487464	0	1	0.263	0.737
124	1	0	0.83222353	0.30701318	1	0	0.565	0.435
125	0	1	0.14362402	0.916855	0	1	0.216	0.784
126	0	1	0.38080496	0.7734488	0	1	0.161	0.839
127	0	1	0.9997288	0.012388899	0	1	0.307	0.693
128	0	1	0.06605235	0.96816987	0	1	0.072	0.928
129	0	1	0.107777536	0.97533554	0	1	0.046	0.954
130	1	0	0.92379594	0.17120937	1	0	0.549	0.451
131	0	1	0.030449348	0.9978732	0	1	0.181	0.819
132	1	0	0.7342335	0.4320948	1	0	0.423	0.577
133	1	0	0.24073835	0.9951049	0	1	0.497	0.503
134	1	0	0.1303977	0.9812286	1	0	0.613	0.387
135	1	0	0.7351535	0.42905667	1	0	0.383	0.617
136	0	1	0.16291392	0.90869397	0	1	0.247	0.753
137	0	1	0.809647	0.3371391	1	0	0.383	0.617
138	0	1	0.21319923	0.9989768	0	1	0.071	0.929
139	0	1	0.07664423	0.99393433	0	1	0.038	0.962
140	1	0	0.010881206	0.9997416	0	1	0.106	0.894
141	0	1	0.8443596	0.29094502	1	0	0.389	0.611
142	1	0	0.045864947	0.97460705	1	0	0.455	0.545
143	1	0	0.39089462	0.9987191	0	1	0.391	0.609
144	0	1	0.20218097	0.9134445	0	1	0.348	0.652
145	0	1	0.027731575	0.9981253	0	1	0.174	0.826
146	0	1	0.040271662	0.9985284	0	1	0.036	0.964
147	1	0	0.10863664	0.9468118	0	1	0.353	0.647
148	1	0	0.41833344	0.9912854	0	1	0.382	0.618
149	1	0	0.9330225	0.25502533	0	1	0.455	0.545
150	0	1	0.018219156	0.9968162	0	1	0.237	0.763
151	0	1	0.01841516	0.99672234	0	1	0.269	0.731
152	0	1	0.8220082	0.6253189	0	1	0.044	0.956
153	0	1	0.08689188	0.9866991	0	1	0.246	0.754
154	0	1	0.1772509	0.903769	0	1	0.27	0.73
155	1	0	0.8974	0.21498308	0	1	0.44	0.56
156	0	1	0.3783717	0.9197474	0	1	0.242	0.758
157	0	1	0.01848775	0.99942064	0	1	0.142	0.858
158	0	1	0.00788195	0.9998733	0	1	0.112	0.888
159	0	1	0.62607545	0.62927026	0	1	0.544	0.456
160	0	1	0.7375785	0.4307604	0	1	0.045	0.955
161	0	1	0.8275893	0.34353796	0	1	0.042	0.958
162	0	1	0.7768734	0.5963836	0	1	0.27	0.73
163	0	1	0.65353966	0.7349425	0	1	0.161	0.839
164	1	0	0.88913643	0.2376077	0	1	0.284	0.716
165	1	0	0.8231838	0.32625747	0	1	0.327	0.673
166	1	0	0.024009965	0.99166125	0	1	0.424	0.576
167	0	1	0.7961	0.59654605	0	1	0.161	0.839
168	0	1	0.049040616	0.9979264	0	1	0.011	0.989
169	1	0	0.8492317	0.39527112	0	1	0.339	0.661
170	0	1	0.6540112	0.7024851	0	1	0.213	0.787
171	0	1	0.21348082	0.8912239	0	1	0.281	0.719
172	1	0	0.6954487	0.48210078	0	1	0.386	0.614
173	0	1	0.6647663	0.50297743	0	1	0.444	0.556
174	1	0	0.637503	0.54479206	0	1	0.427	0.573
175	1	0	0.7374406	0.43044925	0	1	0.354	0.646
176	1	0	0.7847587	0.39640337	0	1	0.325	0.675
177	0	1	0.056131825	0.98605657	0	1	0.285	0.715
178	0	1	0.058252804	0.9858436	0	1	0.311	0.689
179	0	1	0.13531597	0.95719814	0	1	0.206	0.794
180	0	1	0.14599289	0.9561443	0	1	0.208	0.792
181	1	0	0.71874064	0.46249977	0	1	0.37	0.63
182	0	1	0.1129409	0.9692315	0	1	0.242	0.758
183	0	1	0.101797305	0.97022414	0	1	0.25	0.75
184	0	1	0.44783065	0.87991387	0	1	0.184	0.816
185	0	1	0.4189393	0.86413777	0	1	0.122	0.878
186	0	1	0.06422764	0.99519897	0	1	0.227	0.773
187	0	1	0.6996192	0.73019534	0	1	0.24	0.76
188	0	1	0.068518825	0.97887653	0	1	0.215	0.785
189	0	1	0.7836028	0.47760463	0	1	0.275	0.725
190	0	1	0.32986763	0.8617698	0	1	0.131	0.869
191	0	1	0.10790897	0.9880618	0	1	0.274	0.726
192	1	0	0.6000749	0.71196634	0	1	0.354	0.646
193	1	0	0.1308348	0.964766	0	1	0.498	0.502
194	0	1	0.048891064	0.9952964	0	1	0.314	0.686
195	1	0	0.15161431	0.97840226	0	1	0.268	0.732
196	1	0	0.7148983	0.6770965	0	1	0.223	0.777
197	1	0	0.7552831	0.9516187	0	1	0.42	0.58
198	0	1	0.31121722	0.9437473	0	1	0.291	0.709
199	0	1	0.5614653	0.8685467	0	1	0.191	0.809
200	1	0	0.41397318	0.88841283	0	1	0.373	0.627
201	0	1	0.4420985	0.80027384	0	1	0.303	0.697
202	0	1	0.46906954	0.78035533	0	1	0.3	0.7
203	1	0	0.14936097	0.97596437	0	1	0.489	0.511
204	0	1	0.180285	0.95461684	0	1	0.135	0.865
205	1	0	0.7456918	0.4267615	0	1	0.377	0.623
206	1	0	0.81550014	0.35871902	0	1	0.353	0.647
207	1	0	0.9569954	0.23828615	0	1	0.327	0.673
208	0	1	0.08832191	0.9913453	0	1	0.205	0.795
209	1	0	0.69768006	0.49201372	0	1	0.403	0.597
210	0	1	0.18538989	0.9432348	0	1	0.23	0.77
211	1	0	0.48530638	0.8396099	0	1	0.246	0.754
212	1	0	0.9120084	0.32412264	0	1	0.326	0.674
213	0	1	0.10975102	0.987085	0	1	0.311	0.689
214	1	0	0.8962121	0.34713578	0	1	0.279	0.721
215	0	1	0.0319238	0.9983575	0	1	0.247	0.753
216	0	1	0.04858473	0.994931	0	1	0.31	0.69
217	1	0	0.6447081	0.7259126	0	1	0.211	0.789
218	1	0	0.94353616	0.2350569	0	1	0.325	0.675
219	1	0	0.061162774	0.98603946	0	1	0.286	0.714
220	0	1	0.011081248	0.99986076	0	1	0.203	0.797
221	0	1	0.20529932	0.97022676	0	1	0.236	0.764
222	0	1	0.43975168	0.7860654	0	1	0.257	0.743
223	1	0	0.06683315	0.9987192	0	1	0.011	0.989
224	1	0	0.46419418	0.77160335	0	1	0.269	0.731
225	1	0	0.9599491	0.23335236	0	1	0.298	0.702
226	1	0	0.91308427	0.31157213	0	1	0.387	0.613
227	0	1	0.99969774	0.017785776	0	1	0.309	0.691
228	0	1	0.9997086	0.017662741	0	1	0.291	0.709
229	1	0	0.85438484	0.28388843	0	1	0.31	0.69
230	1	0	0.90342736	0.2178071	0	1	0.315	0.685
231	1	0	0.6360161	0.6563349	0	1	0.368	0.632
232	0	1	0.27242765	0.90858406	0	1	0.325	0.675
233	0	1	0.26927197	0.90964437	0	1	0.31	0.69
234	1	0	0.38555038	0.89790696	0	1	0.282	0.718
235	1	0	0.13827178	0.9766382	0	1	0.174	0.826
236	1	0	0.29170018	0.9391112	0	1	0.286	0.714
237	1	0	0.94624317	0.24098799	0	1	0.294	0.706
238	0	1	0.4186369	0.9046811	0	1	0.278	0.722
239	0	1	0.99998564	0.007818761	0	1	0.344	0.656
240	0	1	0.5725848	0.81065905	0	1	0.275	0.725
241	0	1	0.43196338	0.9076742	0	1	0.276	0.724
242	0	1	0.08225563	0.9925084	0	1	0.318	0.682
243	1	0	0.6982531	0.6760813	0	1	0.342	0.658
244	1	0	0.81717014	0.33898684	0	1	0.329	0.671
245	1	0	0.8977679	0.24147739	0	1	0.351	0.649
246	1	0	0.91600335	0.3083526	0	1	0.348	0.652
247	1	0	0.052897777	0.9980819	0	1	0.351	0.649
248	0	1	0.12830025	0.986722	0	1	0.365	0.635
249	1	0	0.9208509	0.29377696	0	1	0.365	0.635
250	1	0	0.6523441	0.71381646	0	1	0.304	0.696
251	1	0	0.5976974	0.99767053	0	1	0.267	0.733
252	0	1	0.49079147	0.79769623	0	1	0.259	0.741
253	0	1	0.47485837	0.8022623	0	1	0.263	0.737
254	0	1	0.26330376	0.95832634	0	1	0.379	0.621
255	0	1	0.10837707	0.98802334	0	1	0.323	0.677
256	0	1	0.13094765	0.9582691	0	1	0.332	0.668
257	0	1	0.5839872	0.7980802	0	1	0.281	0.719
258	1	0	0.8701572	0.25754058	0	1	0.355	0.645
259	1	0	0.90676606	0.23869392	0	1	0.361	0.639
260	1	0	0.1089498	0.9571122	0	1	0.326	0.674
261	0	1	0.7606267	0.5584118	0	1	0.327	0.673
262	1	0	0.79256815	0.5249755	0	1	0.339	0.661
263	1	0	0.8545594	0.28385687	0	1	0.346	0.654
264	1	0	0.91188204	0.23283012	0	1	0.324	0.676
265	0	1	0.0802056	0.99313056	0	1	0.375	0.625
266	1	0	0.8265772	0.43906286	0	1	0.328	0.672
267	1	0	0.07115749	0.9751042	0	1	0.249	0.751
268	0	1	0.5623145	0.8596461	0	1	0.317	0.683
269	0	1	0.28473666	0.9074541	0	1	0.356	0.644
270	0	1	0.28623727	0.90678394	0	1	0.343	0.657
271	1	0	0.7176489	0.91101635	0	1	0.548	0.452
272	0	1	0.48743892	0.83228016	0	1	0.327	0.673
273	0	1	0.28620744	0.9400774	0	1	0.373	0.627
274	1	0	0.6026518	0.60558873	0	1	0.255	0.745
275	1	0	0.6027301	0.60532784	0	1	0.232	0.768
276	1	0	0.025666114	0.99713784	0	1	0.338	0.662
277	0	1	0.02240372	0.99717665	0	1	0.366	0.634
278	1	0	0.9301976	0.27765206	0	1	0.402	0.598
279	0	1	0.82420623	0.4747024	0	1	0.315	0.685
280	0	1	0.6693377	0.58341956	0	1	0.192	0.808
281	1	0	0.51245356	0.9932828	0	1	0.449	0.551
282	0	1	0.09935165	0.9869538	0	1	0.4	0.6
283	1	0	0.1528105	0.9495249	0	1	0.369	0.631
284	1	0	0.19531684	0.95137393	0	1	0.358	0.642
285	0	1	0.17761458	0.97144544	0	1	0.346	0.654
286	1	0	0.5070871	0.9175303	0	1	0.354	0.646
287	0	1	0.19296633	0.9749911	0	1	0.349	0.651
288	0	1	0.049244173	0.9970043	0	1	0.417	0.583
289	1	0	0.5057444	0.84038335	0	1	0.332	0.668
290	0	1	0.049548723	0.99406457	0	1	0.366	0.634
291	1	0	0.20973502	0.9340644	0	1	0.309	0.691
292	0	1	0.13015926	0.9698342	0	1	0.366	0.634
293	0	1	0.13374333	0.97034717	0	1	0.371	0.629
294	0	1	0.9999845	0.01137908	0	1	0.327	0.673
295	0	1	0.37778953	0.8234998	0	1	0.32	0.68
296	0	1	0.44689465	0.8126156	0	1	0.354	0.646
297	0	1	0.1501749	0.9828692	0	1	0.298	0.702
298	0	1	0.61735743	0.9035281	0	1	0.274	0.726
299	1	0	0.60332006	0.95299304	0	1	0.381	0.619
300	1	0	0.45081818	0.88261724	0	1	0.353	0.647
301	1	0	0.11226131	0.98736787	0	1	0.367	0.633
302	1	0	0.115305215	0.98656654	0	1	0.353	0.647
303	1	0	0.25714245	0.9640412	0	1	0.282	0.718
304	1	0	0.9250871	0.28709033	0	1	0.328	0.672
305	0	1	0.3242708	0.8936342	0	1	0.322	0.678
306	0	1	0.32588327	0.893922	0	1	0.322	0.678
307	0	1	0.4609077	0.88005346	0	1	0.325	0.675
308	1	0	0.9050809	0.35041013	0	1	0.342	0.658
309	1	0	0.8850235	0.34391358	0	1	0.391	0.609
310	1	0	0.8257202	0.43224967	0	1	0.372	0.628
311	0	1	0.05956572	0.9765792	0	1	0.458	0.542
312	0	1	0.0404929	0.9974432	0	1	0.384	0.616
313	0	1	0.33051288	0.93580526	0	1	0.384	0.616
314	0	1	0.37154284	0.92557037	0	1	0.362	0.638
315	1	0	0.89735687	0.4372012	0	1	0.313	0.687
316	1	0	0.03327687	0.9898375	0	1	0.38	0.62
317	0	1	0.019968942	0.9992083	0	1	0.348	0.652
318	1	0	0.67836595	0.8627517	0	1	0.518	0.482
319	0	1	0.08566041	0.9939587	0	1	0.33	0.67
320	1	0	0.123866074	0.9769831	0	1	0.302	0.698
321	1	0	0.17298245	0.93698645	0	1	0.31	0.69
322	1	0	0.17650777	0.9382183	0	1	0.312	0.688
323	0	1	0.0839213	0.97865844	0	1	0.394	0.606
324	1	0	0.065258786	0.9936809	0	1	0.353	0.647
325	1	0	0.32494515	0.94446933	0	1	0.383	0.617
326	1	0	0.1642417	0.9353539	0	1	0.393	0.607
327	1	0	0.23871495	0.92088526	0	1	0.415	0.585
328	1	0	0.07624875	0.9975157	0	1	0.351	0.649
329	1	0	0.058647648	0.9906499	0	1	0.866	0.134
330	1	0	0.5	0.5	0	1	0.5	0.5
331	1	0	0.5	0.5	0	1	0.5	0.5
332	0	1	0.5	0.5	0	1	0.5	0.5
333	0	1	0.5	0.5	0	1	0.5	0.5
334	0	1	0.5	0.5	0	1	0.5	0.5
335	0	1	0.5	0.5	0	1	0.5	0.5
336	0	1	0.5	0.5	0	1	0.5	0.5
337	0	1	0.5	0.5	0	1	0.5	0.5
338	1	0	0.5	0.5	0	1	0.5	0.5
339	0	1	0.5	0.5	0	1	0.5	0.5
340	0	1	0.5	0.5	0	1	0.5	0.5
341	0	1	0.5	0.5	0	1	0.5	0.5
342	0	1	0.5	0.5	0	1	0.5	0.5
343	1	0	0.5	0.5	0	1	0.5	0.5
344	1	0	0.5	0.5	0	1	0.5	0.5
345	0	1	0.5	0.5	0	1	0.5	0.5
346	0	1	0.5	0.5	0	1	0.5	0.5
347	1	0	0.5	0.5	0	1	0.5	0.5
348	0	1	0.5	0.5	0	1	0.5	0.5
349	0	1	0.5	0.5	0	1	0.5	0.5
350	0	1	0.5	0.5	0	1	0.5	0.5
351	1	0	0.5	0.5	0	1	0.5	0.5
352	1	0	0.5	0.5	0	1	0.5	0.5
353	1	0	0.5	0.5	0	1	0.5	0.5
354	1	0	0.5	0.5	0	1	0.5	0.5
355	1	0	0.5	0.5	0	1	0.5	0.5
356	1	0	0.5	0.5	0	1	0.5	0.5
357	1	0	0.5	0.5	0	1	0.5	0.5
358	1	0	0.5	0.5	0	1	0.5	0.5
359	1	0	0.5	0.5	0	1	0.5	0.5
360	1	0	0.5	0.5	0	1	0.5	0.5
361	1	0	0.5	0.5	0	1	0.5	0.5
362	1	0	0.5	0.5	0	1	0.5	0.5
363	0	1	0.5	0.5	0	1	0.5	0.5
364	1	0	0.5	0.5	0	1	0.5	0.5
365	1	0	0.5	0.5	0	1	0.5	0.5
366	0	1	0.5	0.5	0	1	0.5	0.5
367	1	0	0.5	0.5	0	1	0.5	0.5
368	1	0	0.5	0.5	0	1	0.5	0.5
369	0	1	0.5	0.5	0	1	0.5	0.5
370	0	1	0.5	0.5	0	1	0.5	0.5
371	0	1	0.5	0.5	0	1	0.5	0.5
372	1	0	0.5	0.5	0	1	0.5	0.5
373	1	0	0.5	0.5	0	1	0.5	0.5
374	0	1	0.5	0.5	0	1	0.5	0.5
375	0	1	0.5	0.5	0	1	0.5	0.5
376	1	0	0.5	0.5	0	1	0.5	0.5
377	0	1	0.5	0.5	0	1	0.5	0.5
378	1	0	0.5	0.5	0	1	0.5	0.5
379	0	1	0.5	0.5	0	1	0.5	0.5
380	1	0	0.5	0.5	0	1	0.5	0.5
381	0	1	0.5	0.5	0	1	0.5	0.5
382	1	0	0.5	0.5	0	1	0.5	0.5
383	1	0	0.5	0.5	0	1	0.5	0.5
384	1	0	0.5	0.5	0	1	0.5	0.5
385	1	0	0.5	0.5	0	1	0.5	0.5
386	1	0	0.5	0.5	0	1	0.5	0.5
387	1	0	0.5	0.5	0	1	0.5	0.5
388	1	0	0.5	0.5	0	1	0.5	0.5
389	0	1	0.5	0.5	0	1	0.5	0.5
390	1	0	0.5	0.5	0	1	0.5	0.5
391	0	1	0.5	0.5	0	1	0.5	0.5
392	0	1	0.5	0.5	0	1	0.5	0.5
393	0	1	0.5	0.5	0	1	0.5	0.5
394	1	0	0.5	0.5	0	1	0.5	0.5
395	0	1	0.5	0.5	0	1	0.5	0.5
396	1	0	0.5	0.5	0	1	0.5	0.5
397	0	1	0.5	0.5	0	1	0.5	0.5
398	0	1	0.5	0.5	0	1	0.5	0.5
399	1	0	0.5	0.5	0	1	0.5	0.5
400	1	0	0.5	0.5	0	1	0.5	0.5
401	1	0	0.5	0.5	0	1	0.5	0.5
402	1	0	0.5	0.5	0	1	0.5	0.5
403	0	1	0.5	0.5	0	1	0.5	0.5
404	0	1	0.5	0.5	0	1	0.5	0.5
405	0	1	0.5	0.5	0	1	0.5	0.5
406	0	1	0.5	0.5	0	1	0.5	0.5
407	0	1	0.5	0.5	0	1	0.5	0.5
408	0	1	0.5	0.5	0	1	0.5	0.5
409	0	1	0.5	0.5	0	1	0.5	0.5
410	0	1	0.5	0.5	0	1	0.5	0.5
411	0	1	0.5	0.5	0	1	0.5	0.5
412	0	1	0.5	0.5	0	1	0.5	0.5
413	0	1	0.5	0.5	0	1	0.5	0.5
414	0	1	0.5	0.5	0	1	0.5	0.5
415	0	1	0.5	0.5	0	1	0.5	0.5
416	0	1	0.5	0.5	0	1	0.5	0.5
417	0	1	0.5	0.5	0	1	0.5	0.5
418	0	1	0.5	0.5	0	1	0.5	0.5
419	0	1	0.5	0.5	0	1	0.5	0.5
420	0	1	0.5	0.5	0	1	0.5	0.5
421	0	1	0.5	0.5	0	1	0.5	0.5
422	0	1	0.5	0.5	0	1	0.5	0.5
423	0	1	0.5	0.5	0	1	0.5	0.5
424	0	1	0.5	0.5	0	1	0.5	0.5
425	0	1	0.5	0.5	0	1	0.5	0.5
426	0	1	0.5	0.5	0	1	0.5	0.5
427	0	1	0.5	0.5	0	1	0.5	0.5
428	0	1	0.5	0.5	0	1	0.5	0.5
429	0	1	0.5	0.5	0	1	0.5	0.5
430	0	1	0.5	0.5	0	1	0.5	0.5
431	0	1	0.5	0.5	0	1	0.5	0.5
432	0	1	0.5	0.5	0	1	0.5	0.5
433	0	1	0.5	0.5	0	1	0.5	0.5
434	0	1	0.5	0.5	0	1	0.5	0.5
435	0	1	0.5	0.5	0	1	0.5	0.5
436	0	1	0.5	0.5	0	1	0.5	0.5
437	1	0	0.5	0.5	0	1	0.5	0.5
438	0	1	0.5	0.5	0	1	0.5	0.5
439	1	0	0.5	0.5	0	1	0.5	0.5
440	0	1	0.5	0.5	0	1	0.5	0.5
441	1	0	0.5	0.5	0	1	0.5	0.5
442	1	0	0.5	0.5	0	1	0.5	0.5
443	1	0	0.5	0.5	0	1	0.5	0.5
444	1	0	0.5	0.5	0	1	0.5	0.5
445	0	1	0.5	0.5	0	1	0.5	0.5
446	0	1	0.5	0.5	0	1	0.5	0.5
447	0	1	0.5	0.5	0	1	0.5	0.5
448	1	0	0.5	0.5	0	1	0.5	0.5
449	1	0	0.5	0.5	0	1	0.5	0.5
450	0	1	0.5	0.5	0	1	0.5	0.5
451	0	1	0.5	0.5	0	1	0.5	0.5
452	1	0	0.5	0.5	0	1	0.5	0.5
453	0	1	0.5	0.5	0	1	0.5	0.5
454	1	0	0.5	0.5	0	1	0.5	0.5
455	1	0	0.5	0.5	0	1	0.5	0.5
456	1	0	0.5	0.5	0	1	0.5	0.5
457	0	1	0.5	0.5	0	1	0.5	0.5
458	1	0	0.5	0.5	0	1	0.5	0.5
459	0	1	0.5	0.5	0	1	0.5	0.5
460	1	0	0.5	0.5	0	1	0.5	0.5
461	0	1	0.5	0.5	0	1	0.5	0.5
462	0	1	0.5	0.5	0	1	0.5	0.5
463	0	1	0.5	0.5	0	1	0.5	0.5
464	1	0	0.5	0.5	0	1	0.5	0.5
465	0	1	0.5	0.5	0	1	0.5	0.5
466	1	0	0.5	0.5	0	1	0.5	0.5
467	0	1	0.5	0.5	0	1	0.5	0.5
468	1	0	0.5	0.5	0	1	0.5	0.5
469	0	1	0.5	0.5	0	1	0.5	0.5
470	0	1	0.5	0.5	0	1	0.5	0.5
471	1	0	0.5	0.5	0	1	0.5	0.5
472	1	0	0.5	0.5	0	1	0.5	0.5
473	0	1	0.5	0.5	0	1	0.5	0.5
474	1	0	0.5	0.5	0	1	0.5	0.5
475	0	1	0.5	0.5	0	1	0.5	0.5
476	0	1	0.5	0.5	0	1	0.5	0.5
477	0	1	0.5	0.5	0	1	0.5	0.5
478	1	0	0.5	0.5	0	1	0.5	0.5
