contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length
212	0	1	0.041112248	0.99549496	0	1	0.345	0.655	0.5	0.5	163
213	0	1	0.0028335813	0.99994546	0	1	0.31	0.69	0.5	0.5	161
214	1	0	0.6485412	0.6713257	0	1	0.419	0.581	0.5	0.5	156
215	0	1	0.024802687	0.9988225	0	1	0.36	0.64	0.5	0.5	156
216	1	0	0.054313652	0.9947625	0	1	0.316	0.684	0.5	0.5	155
217	1	0	0.10641827	0.9592818	0	1	0.342	0.658	0.5	0.5	155
218	0	1	0.029002707	0.99445355	0	1	0.307	0.693	0.5	0.5	154
219	0	1	0.1303451	0.9870407	0	1	0.312	0.688	0.5	0.5	153
220	0	1	0.040435504	0.99586946	0	1	0.34	0.66	0.5	0.5	152
221	0	1	0.005562145	0.9993266	0	1	0.343	0.657	0.5	0.5	150
222	1	0	0.11588855	0.9844158	0	1	0.323	0.677	0.5	0.5	149
223	0	1	0.029213903	0.9976476	0	1	0.322	0.678	0.5	0.5	148
224	0	1	0.025455521	0.9984015	0	1	0.391	0.609	0.5	0.5	146
225	0	1	0.008793349	0.99939644	0	1	0.403	0.597	0.5	0.5	146
226	1	0	0.19860603	0.96612215	0	1	0.386	0.614	0.5	0.5	144
227	0	1	0.69777006	0.49863634	0	1	0.394	0.606	0.5	0.5	144
228	0	1	0.6339007	0.5614655	0	1	0.41	0.59	0.5	0.5	144
229	1	0	0.10559761	0.97817826	0	1	0.415	0.585	0.5	0.5	142
230	1	0	0.22632541	0.9989532	0	1	0.411	0.589	0.5	0.5	141
231	0	1	0.018819828	0.99858814	0	1	0.352	0.648	0.5	0.5	140
232	0	1	0.073128134	0.9931017	0	1	0.248	0.752	0.5	0.5	140
233	1	0	0.016668955	0.99717724	0	1	0.329	0.671	0.5	0.5	140
234	0	1	0.046033148	0.99554896	0	1	0.366	0.634	0.5	0.5	139
235	1	0	0.03459655	0.99736214	0	1	0.371	0.629	0.5	0.5	138
236	0	1	0.13025619	0.9736624	0	1	0.301	0.699	0.5	0.5	138
237	0	1	0.0090937065	0.99890757	0	1	0.373	0.627	0.5	0.5	138
238	0	1	0.011414682	0.9988229	0	1	0.386	0.614	0.5	0.5	138
239	0	1	0.027596762	0.9991865	0	1	0.398	0.602	0.5	0.5	137
240	1	0	0.112955734	0.9901005	0	1	0.311	0.689	0.5	0.5	135
241	0	1	0.0048058243	0.9997612	0	1	0.313	0.687	0.5	0.5	134
242	0	1	0.67007476	0.6037926	0	1	0.36	0.64	0.5	0.5	133
243	0	1	0.099594496	0.98737013	0	1	0.361	0.639	0.5	0.5	131
244	1	0	0.11416848	0.98527527	0	1	0.364	0.636	0.5	0.5	131
245	0	1	0.0052315416	0.9998161	0	1	0.352	0.648	0.5	0.5	130
246	0	1	0.61442274	0.790849	0	1	0.409	0.591	0.5	0.5	128
247	0	1	0.018486498	0.9992709	0	1	0.397	0.603	0.5	0.5	128
248	1	0	0.60112154	0.7302426	0	1	0.387	0.613	0.5	0.5	128
249	0	1	0.021639844	0.9970071	0	1	0.301	0.699	0.5	0.5	128
250	0	1	0.040412772	0.99756336	0	1	0.403	0.597	0.5	0.5	125
251	0	1	0.0033608105	0.99970543	0	1	0.387	0.613	0.5	0.5	124
252	1	0	0.0034483122	0.9996971	0	1	0.375	0.625	0.5	0.5	124
253	0	1	0.30078343	0.876774	0	1	0.382	0.618	0.5	0.5	115
254	0	1	0.29155496	0.8775339	0	1	0.372	0.628	0.5	0.5	115
255	0	1	0.021270012	0.9963132	0	1	0.328	0.672	0.5	0.5	112
256	0	1	0.07252276	0.9931676	0	1	0.386	0.614	0.5	0.5	110
257	1	0	0.030797131	0.99527705	0	1	0.264	0.736	0.5	0.5	100
258	0	1	0.044270076	0.9888288	0	1	0.401	0.599	0.5	0.5	100
259	1	0	0.04110245	0.9895611	0	1	0.371	0.629	0.5	0.5	100
260	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	93
261	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	92
262	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	91
263	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	91
264	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	91
265	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	89
266	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	88
267	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	88
268	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	88
269	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	88
270	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	86
271	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	81
272	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	72
273	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	72
274	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	71
275	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	68
276	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	67
277	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	67
278	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	63
279	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	63
280	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	62
281	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	62
282	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	62
283	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	59
284	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	57
285	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	57
286	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	56
287	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	56
288	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	56
289	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	56
290	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	52
291	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	52
292	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	52
293	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	50
294	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	50
295	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	50
296	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	50
297	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	45
298	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	42
299	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	41
300	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	41
301	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	41
302	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	41
303	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	40
304	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	40
305	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	35
306	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	34
307	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	34
308	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	33
309	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	33
310	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	30
311	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	27
312	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	27
313	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	26
314	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	24
315	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	23
316	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	21
317	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	19
318	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	19
319	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	19
320	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	18
321	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	16
322	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	16
323	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	16
324	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	16
325	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	12
326	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	8
327	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	8
328	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	8
329	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	8
330	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	6
331	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	5
332	0	1	0.5	0.5	0	1	0.5	0.5	0.5	0.5	5
333	1	0	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1
